Bird name,Species,#1,#2,#3,#4,#5
BCC_M01,BCC,18.529455000000002,22.749145,31.097034999999998,27.25692,35.88856
BCC_M03,BCC,9.738121052631579,10.51939894736842,12.835634210526315,11.545491578947368,15.00161210526316
BCC_M08,BCC,18.679160000000003,15.603857,17.000572249999998,16.39376975,18.719169
BCC_M09,BCC,8.318001875,15.281654166666668,12.351379166666668,21.514704166666665,27.455466666666666
BCC_M11,BCC,6.48794129032258,9.372563225806454,16.34748290322581,16.159656451612904,12.24258
BCC_M19,BCC,7.448379583333332,14.868040833333334,28.678007499999996,23.676258750000002,32.981914583333335
BCC_M21,BCC,15.960658834080718,16.766180762331842,17.69545403587444,17.092450403587442,13.091207085201793
BCC_M22,BCC,9.814233333333332,4.456367476190476,16.217799142857142,19.35422380952381,20.537557142857143
BF_brn24pnk13,BF,21.31581818181818,22.602881818181817,26.608027272727274,26.533927272727272,29.200781818181817
BF_brn25pnk14,BF,22.819332,23.942944,23.953768,27.136300000000002,28.570923999999994
BF_brn35pnk21,BF,38.922344,46.03644,45.043444,47.923024000000005,46.824916
BF_brn36pnk24,BF,42.213237931034485,43.056524137931035,44.865424137931036,45.63959999999999,47.28733448275861
BF_org27ylw19,BF,20.03431666666667,23.74584333333333,26.044973333333335,33.130923333333335,33.885933333333334
JF_red28blu13,JF,29.46102142857143,34.154489285714284,33.02476071428571,34.56437857142857,37.98286785714286
JF_ylw14gry00,JF,15.407127222222222,13.707606111111112,17.172083888888892,14.992207777777777,15.824916666666667
JF_ylw20gry09,JF,17.214670833333333,18.575870833333333,21.62258416666667,25.043904166666664,27.696425
JF_ylw22gry08,JF,30.018056,31.034720000000004,29.237548,31.315376,29.336816
JF_ylw25gry11,JF,38.80980666666666,38.35593333333333,38.06147333333333,38.250883333333334,39.746323333333336
ZF_grn21org41,ZF,11.897016734693878,15.240777687074832,17.540315442176873,18.564818843537417,20.903073469387756
ZF_org01wht58,ZF,2.5881052218750003,4.406769890624999,6.327872765624999,10.1359578125,12.57017828125
ZF_org11pnk05,ZF,23.466200000000004,24.490440449438207,26.55517528089888,26.897070786516856,28.074973033707863
ZF_pnk93pnk91,ZF,22.294525000000004,28.192108333333334,29.522956250000004,29.14916875,30.812777083333334
ZF_red15ylw15,ZF,24.01828735632184,26.579820689655172,29.039709195402303,29.883143678160916,31.676852873563227
ZF_red77pnk45,ZF,17.20660630630631,19.53548009009009,25.478977477477468,28.582635135135135,27.25864864864865
ZF_ylw67brn42,ZF,15.40471655737705,18.310390491803275,21.48396393442623,24.01675901639344,25.456142622950818
ZF_ylw95ylw29,ZF,12.32189966101695,13.888586949152543,16.537514406779664,19.071119322033898,20.460157745762714
